"year","adm1","adm1_code","adm2","adm2_code","type","class1","class2","unit","value"
2010,"Jeollabuk-do",35,"Namwon-si",35050,"population","all households","total","persons",76215
2010,"Jeollabuk-do",35,"Namwon-si",35050,"population","all households","male","persons",35842
2010,"Jeollabuk-do",35,"Namwon-si",35050,"population","all households","female","persons",40373
2015,"Jeollabuk-do",35,"Namwon-si",35050,"population","all households","total","persons",77609
2015,"Jeollabuk-do",35,"Namwon-si",35050,"population","all households","male","persons",37430
2015,"Jeollabuk-do",35,"Namwon-si",35050,"population","all households","female","persons",40179
2020,"Jeollabuk-do",35,"Namwon-si",35050,"population","all households","total","persons",75769
2020,"Jeollabuk-do",35,"Namwon-si",35050,"population","all households","male","persons",36852
2020,"Jeollabuk-do",35,"Namwon-si",35050,"population","all households","female","persons",38917
2020,"Jeollabuk-do",35,"Namwon-si",35050,"mortality","All causes","total","per 100k population",325.4
2020,"Jeollabuk-do",35,"Namwon-si",35050,"mortality","All causes","male","per 100k population",479.6
2020,"Jeollabuk-do",35,"Namwon-si",35050,"mortality","All causes","female","per 100k population",192.7
2015,"Jeollabuk-do",35,"Namwon-si",35050,"economy","company","total","count",7191
2010,"Jeollabuk-do",35,"Namwon-si",35050,"economy","company","total","count",6509
2020,"Jeollabuk-do",35,"Namwon-si",35050,"economy","company","total","count",11437
2010,"Jeollabuk-do",35,"Namwon-si",35050,"housing","housing types","total","count",28907
2015,"Jeollabuk-do",35,"Namwon-si",35050,"housing","housing types","total","count",29375
2020,"Jeollabuk-do",35,"Namwon-si",35050,"housing","housing types","total","count",34965
2020,"Gyeonggi-do",31,"Namyangju-si",31130,"tax","income","general","million KRW",517017
2020,"Gyeonggi-do",31,"Namyangju-si",31130,"tax","income","labor","million KRW",219682
2010,"Gyeonggi-do",31,"Namyangju-si",31130,"population","all households","total","persons",520970
2010,"Gyeonggi-do",31,"Namyangju-si",31130,"population","all households","male","persons",255692
2010,"Gyeonggi-do",31,"Namyangju-si",31130,"population","all households","female","persons",265278
2015,"Gyeonggi-do",31,"Namyangju-si",31130,"population","all households","total","persons",614308
2015,"Gyeonggi-do",31,"Namyangju-si",31130,"population","all households","male","persons",302844
2015,"Gyeonggi-do",31,"Namyangju-si",31130,"population","all households","female","persons",311464
2020,"Gyeonggi-do",31,"Namyangju-si",31130,"population","all households","total","persons",682424
2020,"Gyeonggi-do",31,"Namyangju-si",31130,"population","all households","male","persons",336640
2020,"Gyeonggi-do",31,"Namyangju-si",31130,"population","all households","female","persons",345784
2020,"Gyeonggi-do",31,"Namyangju-si",31130,"mortality","All causes","total","per 100k population",294.3
2020,"Gyeonggi-do",31,"Namyangju-si",31130,"mortality","All causes","male","per 100k population",387.8
2020,"Gyeonggi-do",31,"Namyangju-si",31130,"mortality","All causes","female","per 100k population",215.9
2010,"Gyeonggi-do",31,"Namyangju-si",31130,"economy","company","total","count",25587
2020,"Gyeonggi-do",31,"Namyangju-si",31130,"economy","company","total","count",68337
2015,"Gyeonggi-do",31,"Namyangju-si",31130,"economy","company","total","count",34130
2010,"Gyeonggi-do",31,"Namyangju-si",31130,"housing","housing types","total","count",159357
2015,"Gyeonggi-do",31,"Namyangju-si",31130,"housing","housing types","total","count",194122
2020,"Gyeonggi-do",31,"Namyangju-si",31130,"housing","housing types","total","count",240547
2020,"Chungcheongnam-do",34,"Nonsan-si",34060,"tax","income","general","million KRW",31166
2020,"Chungcheongnam-do",34,"Nonsan-si",34060,"tax","income","labor","million KRW",47735
2010,"Chungcheongnam-do",34,"Nonsan-si",34060,"population","all households","total","persons",110344
2010,"Chungcheongnam-do",34,"Nonsan-si",34060,"population","all households","male","persons",52913
2010,"Chungcheongnam-do",34,"Nonsan-si",34060,"population","all households","female","persons",57431
2015,"Chungcheongnam-do",34,"Nonsan-si",34060,"population","all households","total","persons",113817
2015,"Chungcheongnam-do",34,"Nonsan-si",34060,"population","all households","male","persons",55836
2015,"Chungcheongnam-do",34,"Nonsan-si",34060,"population","all households","female","persons",57981
2020,"Chungcheongnam-do",34,"Nonsan-si",34060,"population","all households","total","persons",110865
2020,"Chungcheongnam-do",34,"Nonsan-si",34060,"population","all households","male","persons",54754
2020,"Chungcheongnam-do",34,"Nonsan-si",34060,"population","all households","female","persons",56111
2020,"Chungcheongnam-do",34,"Nonsan-si",34060,"mortality","All causes","total","per 100k population",366.2
2020,"Chungcheongnam-do",34,"Nonsan-si",34060,"mortality","All causes","male","per 100k population",471.7
2020,"Chungcheongnam-do",34,"Nonsan-si",34060,"mortality","All causes","female","per 100k population",284.9
2020,"Chungcheongnam-do",34,"Nonsan-si",34060,"economy","company","total","count",16015
2010,"Chungcheongnam-do",34,"Nonsan-si",34060,"economy","company","total","count",9243
2015,"Chungcheongnam-do",34,"Nonsan-si",34060,"economy","company","total","count",10616
2010,"Chungcheongnam-do",34,"Nonsan-si",34060,"housing","housing types","total","count",40649
2015,"Chungcheongnam-do",34,"Nonsan-si",34060,"housing","housing types","total","count",41420
2020,"Chungcheongnam-do",34,"Nonsan-si",34060,"housing","housing types","total","count",48936
2020,"Seoul",11,"Nowon-gu",11110,"tax","income","general","million KRW",297600
2020,"Seoul",11,"Nowon-gu",11110,"tax","income","labor","million KRW",115517
2010,"Seoul",11,"Nowon-gu",11110,"population","all households","total","persons",574817
2010,"Seoul",11,"Nowon-gu",11110,"population","all households","male","persons",276276
2010,"Seoul",11,"Nowon-gu",11110,"population","all households","female","persons",298541
2015,"Seoul",11,"Nowon-gu",11110,"population","all households","total","persons",550823
2015,"Seoul",11,"Nowon-gu",11110,"population","all households","male","persons",265164
2015,"Seoul",11,"Nowon-gu",11110,"population","all households","female","persons",285659
2020,"Seoul",11,"Nowon-gu",11110,"population","all households","total","persons",504159
2020,"Seoul",11,"Nowon-gu",11110,"population","all households","male","persons",240835
2020,"Seoul",11,"Nowon-gu",11110,"population","all households","female","persons",263324
2020,"Seoul",11,"Nowon-gu",11110,"mortality","All causes","total","per 100k population",270.6
2020,"Seoul",11,"Nowon-gu",11110,"mortality","All causes","male","per 100k population",358.1
2020,"Seoul",11,"Nowon-gu",11110,"mortality","All causes","female","per 100k population",202.8
2015,"Seoul",11,"Nowon-gu",11110,"economy","company","total","count",25827
2010,"Seoul",11,"Nowon-gu",11110,"economy","company","total","count",24491
2020,"Seoul",11,"Nowon-gu",11110,"economy","company","total","count",37442
2010,"Seoul",11,"Nowon-gu",11110,"housing","housing types","total","count",179602
2015,"Seoul",11,"Nowon-gu",11110,"housing","housing types","total","count",182824
2020,"Seoul",11,"Nowon-gu",11110,"housing","housing types","total","count",189213
2010,"Gyeonggi-do",31,"Ojeong-gu Bucheon-si",31053,"population","all households","total","persons",185894
2010,"Gyeonggi-do",31,"Ojeong-gu Bucheon-si",31053,"population","all households","male","persons",92131
2010,"Gyeonggi-do",31,"Ojeong-gu Bucheon-si",31053,"population","all households","female","persons",93763
2015,"Gyeonggi-do",31,"Ojeong-gu Bucheon-si",31053,"population","all households","total","persons",176322
2015,"Gyeonggi-do",31,"Ojeong-gu Bucheon-si",31053,"population","all households","male","persons",88226
2015,"Gyeonggi-do",31,"Ojeong-gu Bucheon-si",31053,"population","all households","female","persons",88096
2015,"Gyeonggi-do",31,"Ojeong-gu Bucheon-si",31053,"economy","company","total","count",14642
2010,"Gyeonggi-do",31,"Ojeong-gu Bucheon-si",31053,"economy","company","total","count",13576
2010,"Gyeonggi-do",31,"Ojeong-gu Bucheon-si",31053,"housing","housing types","total","count",55933
2015,"Gyeonggi-do",31,"Ojeong-gu Bucheon-si",31053,"housing","housing types","total","count",57356
2020,"Chungcheongbuk-do",33,"Okcheon-gun",33330,"tax","income","general","million KRW",15745
2020,"Chungcheongbuk-do",33,"Okcheon-gun",33330,"tax","income","labor","million KRW",20780
2010,"Chungcheongbuk-do",33,"Okcheon-gun",33330,"population","all households","total","persons",47218
2010,"Chungcheongbuk-do",33,"Okcheon-gun",33330,"population","all households","male","persons",22746
2010,"Chungcheongbuk-do",33,"Okcheon-gun",33330,"population","all households","female","persons",24472
2015,"Chungcheongbuk-do",33,"Okcheon-gun",33330,"population","all households","total","persons",48139
2015,"Chungcheongbuk-do",33,"Okcheon-gun",33330,"population","all households","male","persons",23644
2015,"Chungcheongbuk-do",33,"Okcheon-gun",33330,"population","all households","female","persons",24495
2020,"Chungcheongbuk-do",33,"Okcheon-gun",33330,"population","all households","total","persons",47113
2020,"Chungcheongbuk-do",33,"Okcheon-gun",33330,"population","all households","male","persons",23491
2020,"Chungcheongbuk-do",33,"Okcheon-gun",33330,"population","all households","female","persons",23622
2020,"Chungcheongbuk-do",33,"Okcheon-gun",33330,"mortality","All causes","total","per 100k population",338.1
2020,"Chungcheongbuk-do",33,"Okcheon-gun",33330,"mortality","All causes","male","per 100k population",449.6
2020,"Chungcheongbuk-do",33,"Okcheon-gun",33330,"mortality","All causes","female","per 100k population",241
2020,"Chungcheongbuk-do",33,"Okcheon-gun",33330,"economy","company","total","count",7088
2010,"Chungcheongbuk-do",33,"Okcheon-gun",33330,"economy","company","total","count",3693
2015,"Chungcheongbuk-do",33,"Okcheon-gun",33330,"economy","company","total","count",4017
2010,"Chungcheongbuk-do",33,"Okcheon-gun",33330,"housing","housing types","total","count",18129
2015,"Chungcheongbuk-do",33,"Okcheon-gun",33330,"housing","housing types","total","count",18115
2020,"Chungcheongbuk-do",33,"Okcheon-gun",33330,"housing","housing types","total","count",21677
2020,"Incheon",23,"Ongjin-gun",23320,"tax","income","general","million KRW",10279
2020,"Incheon",23,"Ongjin-gun",23320,"tax","income","labor","million KRW",7283
2010,"Incheon",23,"Ongjin-gun",23320,"population","all households","total","persons",13739
2010,"Incheon",23,"Ongjin-gun",23320,"population","all households","male","persons",7080
2010,"Incheon",23,"Ongjin-gun",23320,"population","all households","female","persons",6659
2015,"Incheon",23,"Ongjin-gun",23320,"population","all households","total","persons",18328
2015,"Incheon",23,"Ongjin-gun",23320,"population","all households","male","persons",10320
2015,"Incheon",23,"Ongjin-gun",23320,"population","all households","female","persons",8008
2020,"Incheon",23,"Ongjin-gun",23320,"population","all households","total","persons",18049
2020,"Incheon",23,"Ongjin-gun",23320,"population","all households","male","persons",9767
2020,"Incheon",23,"Ongjin-gun",23320,"population","all households","female","persons",8282
2020,"Incheon",23,"Ongjin-gun",23320,"mortality","All causes","total","per 100k population",381.8
2020,"Incheon",23,"Ongjin-gun",23320,"mortality","All causes","male","per 100k population",468.4
2020,"Incheon",23,"Ongjin-gun",23320,"mortality","All causes","female","per 100k population",303.4
2020,"Incheon",23,"Ongjin-gun",23320,"economy","company","total","count",2486
2010,"Incheon",23,"Ongjin-gun",23320,"economy","company","total","count",1529
2015,"Incheon",23,"Ongjin-gun",23320,"economy","company","total","count",1910
2010,"Incheon",23,"Ongjin-gun",23320,"housing","housing types","total","count",5314
2015,"Incheon",23,"Ongjin-gun",23320,"housing","housing types","total","count",5864
2020,"Incheon",23,"Ongjin-gun",23320,"housing","housing types","total","count",8292
2020,"Gyeonggi-do",31,"Osan-si",31140,"tax","income","general","million KRW",124266
2020,"Gyeonggi-do",31,"Osan-si",31140,"tax","income","labor","million KRW",104572
2010,"Gyeonggi-do",31,"Osan-si",31140,"population","all households","total","persons",181244
2010,"Gyeonggi-do",31,"Osan-si",31140,"population","all households","male","persons",91804
2010,"Gyeonggi-do",31,"Osan-si",31140,"population","all households","female","persons",89440
2015,"Gyeonggi-do",31,"Osan-si",31140,"population","all households","total","persons",203455
2015,"Gyeonggi-do",31,"Osan-si",31140,"population","all households","male","persons",103603
2015,"Gyeonggi-do",31,"Osan-si",31140,"population","all households","female","persons",99852
2020,"Gyeonggi-do",31,"Osan-si",31140,"population","all households","total","persons",227956
2020,"Gyeonggi-do",31,"Osan-si",31140,"population","all households","male","persons",116972
2020,"Gyeonggi-do",31,"Osan-si",31140,"population","all households","female","persons",110984
2020,"Gyeonggi-do",31,"Osan-si",31140,"mortality","All causes","total","per 100k population",302.2
2020,"Gyeonggi-do",31,"Osan-si",31140,"mortality","All causes","male","per 100k population",409.7
2020,"Gyeonggi-do",31,"Osan-si",31140,"mortality","All causes","female","per 100k population",217
2015,"Gyeonggi-do",31,"Osan-si",31140,"economy","company","total","count",11283
2020,"Gyeonggi-do",31,"Osan-si",31140,"economy","company","total","count",19532
2010,"Gyeonggi-do",31,"Osan-si",31140,"economy","company","total","count",9183
2010,"Gyeonggi-do",31,"Osan-si",31140,"housing","housing types","total","count",50388
2015,"Gyeonggi-do",31,"Osan-si",31140,"housing","housing types","total","count",61593
2020,"Gyeonggi-do",31,"Osan-si",31140,"housing","housing types","total","count",82323
2020,"Gyeonggi-do",31,"Paju-si",31200,"tax","income","general","million KRW",279829
2020,"Gyeonggi-do",31,"Paju-si",31200,"tax","income","labor","million KRW",242993
2010,"Gyeonggi-do",31,"Paju-si",31200,"population","all households","total","persons",310956
2010,"Gyeonggi-do",31,"Paju-si",31200,"population","all households","male","persons",154889
2010,"Gyeonggi-do",31,"Paju-si",31200,"population","all households","female","persons",156067
2015,"Gyeonggi-do",31,"Paju-si",31200,"population","all households","total","persons",389378
2015,"Gyeonggi-do",31,"Paju-si",31200,"population","all households","male","persons",193971
2015,"Gyeonggi-do",31,"Paju-si",31200,"population","all households","female","persons",195407
2020,"Gyeonggi-do",31,"Paju-si",31200,"population","all households","total","persons",440638
2020,"Gyeonggi-do",31,"Paju-si",31200,"population","all households","male","persons",220334
